;filter_conv_1;kernel_conv_1;filter_conv_2;kernel_conv_2;filter_conv_3;kernel_conv_3;batchnorm_1;batchnorm_2;batchnorm_3;batchnorm_4;n_dense;batch_size;best_val_acc
211;64;5;128;3;128;3;0.7042492281185171;0.8211727068890841;0.9307015592387692;0.9865971248997432;64;64;0.8222000002861023
212;64;3;64;5;128;5;0.7151739066802804;0.9676124946168064;0.7632989816233228;0.7879813065898476;128;256;0.8252999782562256
213;64;5;64;5;256;3;0.990153745564638;0.9524226700310736;0.9487730368541536;0.8986144478976189;256;64;0.8064000010490417
214;32;5;64;5;128;5;0.8320367201292127;0.9666614919348934;0.8105928469529593;0.8152196096609384;64;128;0.8011999726295471
215;32;5;64;3;256;3;0.9407723937695848;0.8850601458618751;0.9700058247015336;0.8587974772337317;256;128;0.7770000100135803
216;64;5;128;3;256;3;0.9035059754964264;0.9326326461119804;0.7653181990507921;0.7956983303578222;64;128;0.8004999756813049
217;64;3;128;5;128;5;0.9115987728611682;0.8221434437884795;0.8293460502151562;0.9451256033862896;256;128;0.8246999979019165
218;64;5;64;5;128;3;0.8621873649492076;0.9979818720146221;0.7417136224178743;0.9281203570321108;128;64;0.8120999932289124
219;32;5;64;5;256;5;0.7523760061927129;0.8792655287252225;0.9008049391246716;0.7878401453602162;64;128;0.8066999912261963
220;32;3;64;5;256;3;0.9769260716597804;0.9317549066265884;0.8904097956546383;0.8041456814457935;128;128;0.7968000173568726
221;64;5;64;5;128;5;0.9177219188273787;0.9722525983070454;0.9278489900723764;0.8442204685718548;128;128;0.7890999913215637
222;32;5;128;3;128;5;0.7937138997158925;0.8244214423052366;0.7293690557697686;0.8251356239206167;64;64;0.8223999738693237
223;32;3;128;5;256;3;0.8795668523851259;0.8589479911742729;0.9351761031486292;0.7108052921776452;64;64;0.8330000042915344
224;64;5;128;3;128;3;0.966118372000172;0.9817261773179259;0.8854755355977266;0.8234310454695302;256;128;0.7900000214576721
225;32;3;128;5;256;5;0.8777280049368434;0.7848616923537758;0.9968780512883318;0.9988711539512382;64;64;0.8317999839782715
226;32;3;128;5;256;5;0.8862619679463283;0.9093223491980038;0.8647178722051541;0.7482731837996716;64;64;0.8391000032424927
227;32;3;128;5;256;3;0.8142782482864797;0.8543237930368599;0.8653893114833321;0.7041239086973899;64;64;0.8216999769210815
228;32;3;128;5;256;5;0.8943041297003679;0.9135751922167096;0.8506865581190659;0.7398738916996215;64;64;0.8331999778747559
229;32;3;128;5;256;5;0.8923552175296744;0.9144144183542436;0.8058036178951236;0.7508636126147767;64;64;0.8263000249862671
230;32;3;128;5;256;5;0.8150364759453509;0.906533971627427;0.8498317329519017;0.7413879027232639;64;64;0.8190000057220459
231;32;3;128;5;256;5;0.9313582495962835;0.9995513712432698;0.8640404071381141;0.7639114268184282;64;256;0.8324000239372253
232;32;3;128;5;256;5;0.8703060243086733;0.9147136033774016;0.7976344978119759;0.726334826269747;64;64;0.8184999823570251
233;32;3;128;5;256;5;0.9580401446884282;0.8737414987885345;0.8369128993022016;0.772597089708973;64;256;0.8307999968528748
234;32;3;128;5;256;5;0.9213444905506264;0.8374900101856487;0.7000276604937414;0.7286496834597458;64;64;0.8379999995231628
235;64;5;128;3;256;3;0.9468529332676826;0.7196109409121522;0.7053455845411682;0.9535089629421972;128;256;0.8256000280380249
236;32;3;64;3;256;5;0.8491167844627737;0.7202971298035145;0.9898804311698126;0.7033319304154245;256;64;0.8065000176429749
237;32;5;128;3;256;3;0.8410000438151318;0.8908543050844997;0.9134274256235904;0.8687144517269564;256;128;0.819599986076355
238;32;3;64;5;256;5;0.7656624799722976;0.7769031676975944;0.7361945823105148;0.7480750404243613;128;128;0.805899977684021
239;32;3;128;5;256;5;0.9442716748388452;0.938114720866043;0.9509284217745926;0.9859821741016108;256;64;0.8352000117301941
240;64;5;128;3;128;3;0.9783748952935664;0.9661283617546376;0.7615717767770478;0.8280155513966286;256;256;0.8188999891281128
241;64;5;128;3;128;3;0.7042492281185171;0.8211727068890841;0.9307015592387692;0.9865971248997432;64;64;0.8130000233650208
242;64;3;64;5;128;5;0.7151739066802804;0.9676124946168064;0.7632989816233228;0.7879813065898476;128;256;0.8228999972343445
243;64;5;64;5;256;3;0.990153745564638;0.9524226700310736;0.9487730368541536;0.8986144478976189;256;64;0.8126999735832214
244;32;5;64;5;128;5;0.8320367201292127;0.9666614919348934;0.8105928469529593;0.8152196096609384;64;128;0.8019999861717224
245;32;5;64;3;256;3;0.9407723937695848;0.8850601458618751;0.9700058247015336;0.8587974772337317;256;128;0.7799000144004822
246;64;5;128;3;256;3;0.9035059754964264;0.9326326461119804;0.7653181990507921;0.7956983303578222;64;128;0.8162000179290771
247;64;3;128;5;128;5;0.9115987728611682;0.8221434437884795;0.8293460502151562;0.9451256033862896;256;128;0.8367999792098999
248;64;5;64;5;128;3;0.8621873649492076;0.9979818720146221;0.7417136224178743;0.9281203570321108;128;64;0.8051000237464905
249;32;5;64;5;256;5;0.7523760061927129;0.8792655287252225;0.9008049391246716;0.7878401453602162;64;128;0.8026999831199646
250;32;3;64;5;256;3;0.9769260716597804;0.9317549066265884;0.8904097956546383;0.8041456814457935;128;128;0.79339998960495
251;64;5;64;5;128;5;0.9177219188273787;0.9722525983070454;0.9278489900723764;0.8442204685718548;128;128;0.7893999814987183
252;32;5;128;3;128;5;0.7937138997158925;0.8244214423052366;0.7293690557697686;0.8251356239206167;64;64;0.8123999834060669
253;32;3;128;5;256;3;0.8795668523851259;0.8589479911742729;0.9351761031486292;0.7108052921776452;64;64;0.8173999786376953
254;64;5;128;3;128;3;0.966118372000172;0.9817261773179259;0.8854755355977266;0.8234310454695302;256;128;0.8008999824523926
255;32;3;128;5;128;5;0.9097599254128858;0.7816401668674383;0.8300941515753433;0.9970007799105208;256;64;0.8256999850273132
256;64;3;128;5;128;5;0.8850861833304595;0.7694884314225797;0.8641927214290124;0.9631318756248254;256;256;0.8363000154495239
257;64;3;128;5;128;5;0.8116802883835439;0.7697253429622997;0.8465857710403311;0.9404308553345762;256;256;0.8389000296592712
258;64;3;128;5;128;5;0.8153842421163872;0.7506503180566194;0.7989522785491462;0.907869345640357;256;256;0.8392000198364258
259;64;3;128;5;128;5;0.7942364865242889;0.7009351602270841;0.7971560957510953;0.903910231482587;256;256;0.8245999813079834
260;64;3;128;5;128;5;0.8136334694994305;0.7508692081870729;0.8620468384989292;0.8907782555525117;256;256;0.8379999995231628
261;64;3;128;5;128;5;0.7326928173481806;0.7451098775874752;0.7909946004750911;0.919398933119995;256;256;0.8068000078201294
262;64;3;128;5;128;5;0.7775096164888979;0.7997732996375202;0.8402635420503024;0.8779112934781209;256;256;0.8399999737739563
263;64;3;128;5;128;5;0.768370746738285;0.8040081422711216;0.7886643349257078;0.8780965714907569;256;256;0.8413000106811523
264;64;3;128;5;128;5;0.7632383083498553;0.8015720102788015;0.7038636283250246;0.8750858848819465;256;256;0.8205000162124634
265;64;5;128;3;256;3;0.9468529332676826;0.7196109409121522;0.7053455845411682;0.9535089629421972;128;256;0.8228999972343445
266;32;3;64;3;256;5;0.8491167844627737;0.7202971298035145;0.9898804311698126;0.7033319304154245;256;64;0.8136000037193298
267;32;5;128;3;256;3;0.8410000438151318;0.8908543050844997;0.9134274256235904;0.8687144517269564;256;128;0.8026000261306763
268;32;3;64;5;256;5;0.7656624799722976;0.7769031676975944;0.7361945823105148;0.7480750404243613;128;128;0.8039000034332275
269;32;3;128;5;256;5;0.9442716748388452;0.938114720866043;0.9509284217745926;0.9859821741016108;256;64;0.835099995136261
270;64;5;128;3;128;3;0.9783748952935664;0.9661283617546376;0.7615717767770478;0.8280155513966286;256;256;0.8169999718666077
271;64;5;128;3;128;3;0.7042492281185171;0.8211727068890841;0.9307015592387692;0.9865971248997432;64;64;0.8138999938964844
272;64;3;64;5;128;5;0.7151739066802804;0.9676124946168064;0.7632989816233228;0.7879813065898476;128;256;0.8187000155448914
273;64;5;64;5;256;3;0.990153745564638;0.9524226700310736;0.9487730368541536;0.8986144478976189;256;64;0.8062999844551086
274;32;5;64;5;128;5;0.8320367201292127;0.9666614919348934;0.8105928469529593;0.8152196096609384;64;128;0.8009999990463257
275;32;5;64;3;256;3;0.9407723937695848;0.8850601458618751;0.9700058247015336;0.8587974772337317;256;128;0.7975000143051147
276;64;5;128;3;256;3;0.9035059754964264;0.9326326461119804;0.7653181990507921;0.7956983303578222;64;128;0.8226000070571899
277;64;3;128;5;128;5;0.9115987728611682;0.8221434437884795;0.8293460502151562;0.9451256033862896;256;128;0.8324000239372253
278;64;5;64;5;128;3;0.8621873649492076;0.9979818720146221;0.7417136224178743;0.9281203570321108;128;64;0.8122000098228455
279;32;5;64;5;256;5;0.7523760061927129;0.8792655287252225;0.9008049391246716;0.7878401453602162;64;128;0.7997000217437744
280;32;3;64;5;256;3;0.9769260716597804;0.9317549066265884;0.8904097956546383;0.8041456814457935;128;128;0.7986999750137329
281;64;5;64;5;128;5;0.9177219188273787;0.9722525983070454;0.9278489900723764;0.8442204685718548;128;128;0.8040999770164491
282;32;5;128;3;128;5;0.7937138997158925;0.8244214423052366;0.7293690557697686;0.8251356239206167;64;64;0.8137000203132629
283;32;3;128;5;256;3;0.8795668523851259;0.8589479911742729;0.9351761031486292;0.7108052921776452;64;64;0.8173999786376953
284;64;5;128;3;128;3;0.966118372000172;0.9817261773179259;0.8854755355977266;0.8234310454695302;256;128;0.7888000011444092
285;32;3;128;5;128;5;0.9097599254128858;0.7816401668674383;0.8300941515753433;0.9970007799105208;256;64;0.8220000267028809
286;64;3;128;5;128;5;0.8850861833304595;0.7694884314225797;0.8641927214290124;0.9631318756248254;256;256;0.8403000235557556
287;64;3;128;5;256;5;0.8141184529452739;0.7485400501011654;0.8588460746273241;0.972667046604232;256;256;0.8449000120162964
288;64;3;128;5;128;5;0.8178224066781171;0.7534970024723628;0.8651455599208412;0.9103867029676278;256;256;0.8184999823570251
289;64;3;128;5;128;5;0.7996459918324241;0.7041172717631632;0.7945759314024435;0.9557450255970604;256;256;0.8101000189781189
290;64;3;128;5;256;5;0.8761501956205476;0.7505766472545357;0.8604471635861283;0.8870142140871566;256;256;0.8342999815940857
291;64;3;128;5;256;5;0.7545075044639388;0.7897201943374912;0.8388261404705649;0.972903564074837;256;256;0.8264999985694885
292;64;3;128;5;128;5;0.7774339810844098;0.7399601673194465;0.8057940143202342;0.9179424005424236;256;256;0.8410999774932861
293;64;3;128;5;256;5;0.7328092692035891;0.7299070536547295;0.7966360697111717;0.9275743280633518;256;256;0.8258000016212463
294;64;3;128;5;128;5;0.7795687382325116;0.7086116818020164;0.8097502583201052;0.9393069786406442;256;256;0.8406999707221985
0;64;5;128;3;256;3;0.9468529332676826;0.7196109409121522;0.7053455845411682;0.9535089629421972;128;256;0.8310999870300293
1;32;3;64;3;256;5;0.8491167844627737;0.7202971298035145;0.9898804311698126;0.7033319304154245;256;64;0.8113999962806702
2;32;5;128;3;256;3;0.8410000438151318;0.8908543050844997;0.9134274256235904;0.8687144517269564;256;128;0.8215000033378601
3;32;3;64;5;256;5;0.7656624799722976;0.7769031676975944;0.7361945823105148;0.7480750404243613;128;128;0.8044000267982483
4;32;3;128;5;256;5;0.9442716748388452;0.938114720866043;0.9509284217745926;0.9859821741016108;256;64;0.8310999870300293
5;64;5;128;3;128;3;0.9783748952935664;0.9661283617546376;0.7615717767770478;0.8280155513966286;256;256;0.8179000020027161
6;64;5;128;3;128;3;0.7042492281185171;0.8211727068890841;0.9307015592387691;0.9865971248997432;64;64;0.8230000138282776
7;64;3;64;5;128;5;0.7151739066802804;0.9676124946168064;0.7632989816233228;0.7879813065898476;128;256;0.7925000190734863
8;64;5;64;5;256;3;0.990153745564638;0.9524226700310736;0.9487730368541536;0.8986144478976189;256;64;0.8126000165939331
9;32;5;64;5;128;5;0.8320367201292127;0.9666614919348934;0.8105928469529593;0.8152196096609384;64;128;0.7915999889373779
10;32;5;64;3;256;3;0.9407723937695848;0.8850601458618751;0.9700058247015336;0.8587974772337317;256;128;0.782800018787384
11;64;5;128;3;256;3;0.9035059754964264;0.9326326461119804;0.7653181990507921;0.7956983303578222;64;128;0.8238999843597412
12;64;3;128;5;128;5;0.9115987728611682;0.8221434437884795;0.8293460502151562;0.9451256033862896;256;128;0.8327000141143799
13;64;5;64;5;128;3;0.8621873649492076;0.997981872014622;0.7417136224178743;0.9281203570321108;128;64;0.8156999945640564
14;32;5;64;5;256;5;0.7523760061927129;0.8792655287252225;0.9008049391246716;0.7878401453602162;64;128;0.7993999719619751
15;32;3;64;5;256;3;0.9769260716597804;0.9317549066265884;0.8904097956546383;0.8041456814457935;128;128;0.7939000129699707
16;64;5;64;5;128;5;0.9177219188273787;0.9722525983070454;0.9278489900723764;0.8442204685718548;128;128;0.8095999956130981
17;32;5;128;3;128;5;0.7937138997158925;0.8244214423052366;0.7293690557697686;0.8251356239206167;64;64;0.8087999820709229
18;32;3;128;5;256;3;0.8795668523851259;0.8589479911742729;0.9351761031486292;0.7108052921776452;64;64;0.828499972820282
19;64;5;128;3;128;3;0.966118372000172;0.981726177317926;0.8854755355977266;0.8234310454695302;256;128;0.8015000224113464
20;64;3;128;3;128;5;0.8964938049236962;0.7041059906605309;0.8380219717475733;0.9465978235847832;128;256;0.8307999968528748
21;64;3;128;3;128;5;0.935487722656106;0.7475649156831609;0.8044647888259534;0.9536799852817344;128;256;0.8309000134468079
22;64;3;128;5;128;3;0.8166997113741115;0.7814254154732718;0.850124855869596;0.9028958798225682;256;256;0.8327000141143799
23;64;3;128;5;128;5;0.8036386244361017;0.7863823678444692;0.8513261019310636;0.8926855784569538;256;256;0.8349000215530396
24;64;3;128;5;128;5;0.779581785744016;0.8039354328047887;0.8609842513895464;0.8939588836606209;256;256;0.8356999754905701
25;64;3;128;5;128;5;0.7358753756136975;0.7863182898566995;0.8639959610142787;0.8921722018177237;256;256;0.8252999782562256
26;64;3;128;5;128;5;0.7845222851420903;0.7384354051784771;0.7957349313658236;0.8783368879648208;256;256;0.8420000076293945
27;64;3;128;5;128;5;0.7895686166900897;0.7546138060228275;0.7911210916038115;0.9192275668856188;256;256;0.8174999952316284
28;64;3;128;5;128;5;0.7704429159934029;0.7284919394623351;0.7865769867567611;0.8746081560878644;256;256;0.8450999855995178
29;64;3;128;5;128;5;0.7310071708877398;0.7004532838466044;0.7017762801560781;0.7651282276292862;256;256;0.8212000131607056
